980.8993623	0
67.76817702	37.52292464
1339.904798	69.53970029
555.7188156	133.0908511
2246.75438	171.826831
895.6390242	178.9111177
1751.988699	180.3546491
828.3211438	207.6082001
1537.905574	225.6968837
832.1726457	296.9931314
2434.018262	299.1617448
1719.336536	331.6964934
442.9002854	377.3373223
472.916282	377.6658042
293.6849934	410.8791093
1176.078963	454.395554
1492.207725	458.0764352
348.155495	458.1839243
1111.87308	459.2385964
1523.218586	468.6089268
1876.652556	478.6473023
1021.23072	479.2577565
2061.786008	498.5080312
704.2433617	505.2616197
604.5220307	511.4994675
2420.589257	531.8033062
187.4156169	542.0184453
2425.097168	555.2590678
1995.400399	576.4365106
1503.087536	597.5535761
16.00919489	640.5637794
612.9501326	650.1817139
1172.389216	676.1694931
551.1987305	685.305533
2331.021531	705.8115582
2371.109702	712.4338328
2411.929619	749.7346084
935.921086	838.7284962
749.665366	863.1298267
813.2774322	885.1885666
1092.499819	896.0290396
2015.308778	898.4602329
337.265726	917.9659327
1279.224722	928.6778781
1805.073276	991.9071637
1523.467314	1000.216173
50.56634721	1018.178609
80.91581234	1041.565683
276.9179944	1082.960024
629.5565161	1089.552933
1185.746779	1093.608821
1355.970001	1096.044463
1432.238895	1129.697586
730.6089509	1146.063568
2091.06972	1167.669161
461.8625572	1208.108562
1014.542544	1228.398581
1178.009993	1260.519521
1887.594978	1284.505381
618.9752826	1307.020593
92.93451449	1313.696058
1816.633323	1319.033722
733.6090593	1341.796537
1666.689054	1351.38289
474.2673482	1358.120965
2314.587447	1395.053888
1400.261426	1409.717083
745.7413133	1412.031432
2189.492637	1446.61624
987.9969467	1492.64759
106.6742877	1567.737179
1992.711628	1578.691726
949.5118631	1622.65413
2333.561338	1644.257507
1213.098368	1650.259956
91.91085413	1702.247198
1576.543026	1717.413865
264.2578584	1741.390908
629.5515455	1741.88667
125.5124644	1782.949221
782.6188935	1803.626991
897.251008	1820.711406
2192.384734	1903.216454
1343.923628	1939.871917
1394.61464	1959.016413
1544.893485	1961.520189
1572.856051	1968.673686
1977.510594	1992.290633
129.246536	2032.949397
1157.147767	2070.091171
1915.634004	2105.469227
2443.862256	2108.268795
2071.882593	2175.094238
1950.825404	2181.26783
2353.425961	2205.812616
548.8262683	2233.215195
678.7641203	2245.858725
2162.666208	2248.03842
394.2444683	2272.985965
455.7388472	2323.205578
0	2325.898813
1047.047943	2335.938281
722.8372907	2352.268803
936.5935957	2354.634094
297.1155482	2367.084873
277.7023938	2379.278612
1634.85064	2406.185349
761.740599	2442.180524
1817.070956	2450.761484
429.4458409	2454.933743
2492.530311	2458.583011
