484	45	1
297	53	1
219	62	1
390	63	1
427	64	1
337	68	1
93	67	1
515	69	1
248	76	1
122	88	1
606	89	1
276	91	1
465	94	1
180	108	1
234	112	1
421	113	1
322	117	1
608	123	1
141	126	1
564	132	1
95	132	1
499	132	1
175	141	1
61	150	1
284	150	1
203	150	1
330	150	1
423	152	1
447	152	1
373	159	1
245	159	1
585	159	1
486	162	1
532	164	1
174	184	1
319	186	1
399	187	1
361	193	1
502	197	1
264	199	1
200	202	1
122	205	1
418	206	1
369	208	1
464	214	1
342	217	1
268	225	1
579	232	1
308	234	1
399	235	1
188	236	1
519	237	1
456	248	1
537	256	1
240	256	1
325	258	1
379	259	1
151	261	1
88	261	1
631	263	1
420	267	1
204	268	1
40	280	1
264	292	1
166	291	1
221	301	1
397	305	1
312	308	1
445	309	1
485	310	1
592	313	1
347	321	1
189	324	1
250	329	1
96	331	1
289	332	1
546	335	1
438	338	1
46	341	1
143	343	1
377	346	1
186	350	1
227	351	1
108	358	1
574	360	1
339	365	1
480	372	1
603	373	1
413	377	1
64	380	1
203	384	1
455	392	1
638	398	1
303	409	1
126	411	1
162	415	1
596	415	1
61	417	1
468	420	1
520	426	1
342	429	1
378	440	1
500	443	1
628	445	1
264	465	1
80	465	1
314	469	1
504	469	1
601	472	1
447	476	1
355	477	1
224	480	1
139	484	1
630	489	1
553	500	1
88	502	1
272	505	1
481	508	1
362	518	1
630	521	1
512	526	1
433	530	1
75	533	1
257	538	1
330	556	1
273	559	1
430	559	1
428	578	1
296	580	1
470	581	1
495	43	2
424	45	2
477	48	2
97	53	2
520	52	2
620	55	2
164	55	2
228	55	2
337	59	2
389	59	2
550	66	2
603	65	2
124	65	2
263	69	2
404	80	2
193	80	2
241	79	2
57	82	2
292	85	2
351	86	2
499	87	2
473	88	2
308	89	2
622	89	2
150	93	2
164	92	2
77	95	2
111	96	2
277	101	2
509	104	2
165	106	2
527	108	2
355	106	2
474	106	2
576	111	2
427	109	2
384	111	2
536	113	2
136	117	2
609	123	2
211	125	2
97	127	2
375	126	2
575	127	2
138	130	2
426	131	2
324	132	2
495	133	2
184	133	2
229	134	2
274	134	2
539	136	2
57	141	2
628	142	2
452	146	2
105	148	2
494	151	2
280	153	2
421	154	2
369	155	2
76	156	2
323	158	2
236	162	2
474	162	2
576	159	2
532	163	2
605	163	2
397	165	2
195	164	2
156	165	2
134	168	2
541	167	2
303	173	2
558	172	2
183	178	2
329	183	2
402	186	2
70	184	2
110	186	2
456	188	2
276	187	2
616	188	2
45	188	2
156	190	2
374	191	2
204	192	2
136	199	2
121	200	2
79	202	2
546	202	2
525	203	2
431	205	2
334	209	2
287	212	2
576	211	2
478	211	2
420	214	2
232	214	2
161	214	2
96	217	2
256	220	2
369	226	2
176	228	2
503	231	2
578	232	2
304	232	2
102	232	2
186	235	2
60	235	2
250	237	2
610	239	2
388	242	2
464	241	2
55	245	2
374	250	2
349	255	2
511	252	2
275	253	2
156	261	2
228	260	2
383	263	2
88	265	2
605	267	2
71	269	2
155	270	2
408	274	2
525	275	2
597	271	2
267	274	2
476	276	2
84	277	2
108	279	2
182	280	2
210	280	2
617	281	2
221	283	2
83	286	2
489	294	2
606	295	2
357	300	2
46	298	2
447	300	2
327	301	2
551	303	2
376	303	2
215	306	2
121	306	2
154	307	2
261	310	2
406	312	2
352	311	2
624	314	2
228	316	2
55	320	2
434	323	2
494	322	2
189	324	2
395	326	2
566	326	2
36	329	2
103	330	2
164	332	2
269	331	2
442	338	2
597	341	2
611	343	2
60	347	2
276	346	2
36	346	2
137	348	2
548	348	2
155	351	2
510	352	2
366	353	2
334	353	2
239	355	2
185	364	2
106	367	2
200	370	2
454	371	2
570	372	2
514	373	2
350	372	2
223	376	2
496	377	2
113	379	2
62	381	2
292	384	2
543	387	2
173	385	2
130	390	2
247	392	2
371	394	2
434	405	2
601	405	2
403	405	2
110	405	2
199	405	2
173	408	2
312	409	2
561	411	2
56	410	2
476	412	2
212	415	2
257	417	2
71	418	2
88	423	2
376	424	2
415	424	2
523	423	2
41	427	2
366	429	2
198	432	2
63	433	2
564	435	2
333	438	2
636	437	2
248	438	2
129	440	2
519	441	2
225	442	2
378	443	2
424	445	2
187	450	2
312	449	2
482	448	2
519	462	2
553	460	2
212	462	2
271	463	2
85	466	2
458	467	2
322	472	2
582	471	2
373	473	2
248	474	2
358	474	2
395	477	2
52	476	2
95	475	2
224	482	2
154	487	2
139	488	2
429	489	2
571	491	2
613	492	2
292	495	2
399	500	2
549	497	2
376	499	2
389	500	2
329	502	2
255	502	2
72	504	2
240	505	2
193	509	2
449	509	2
594	510	2
477	513	2
322	515	2
186	519	2
578	517	2
217	521	2
51	524	2
120	524	2
37	525	2
514	528	2
212	533	2
557	532	2
334	533	2
155	538	2
594	539	2
243	539	2
482	541	2
94	542	2
178	546	2
562	548	2
367	550	2
463	551	2
218	555	2
614	555	2
274	557	2
342	558	2
430	559	2
72	561	2
89	566	2
311	566	2
388	566	2
232	569	2
123	570	2
302	572	2
188	577	2
253	576	2
427	576	2
512	578	2
569	576	2
536	576	2
140	578	2
409	580	2
67	580	2
300	580	2
472	583	2
611	584	2
