348	35	1
525	44	1
626	47	1
306	48	1
459	58	1
66	60	1
224	66	1
596	67	1
556	67	1
125	75	1
180	75	1
352	81	1
295	86	1
75	95	1
111	101	1
325	107	1
236	114	1
194	123	1
274	125	1
379	127	1
419	128	1
62	131	1
94	144	1
379	171	1
52	172	1
126	171	1
175	195	1
218	205	1
63	206	1
277	207	1
552	208	1
350	210	1
492	210	1
436	211	1
323	214	1
96	216	1
148	221	1
244	227	1
536	236	1
48	244	1
189	246	1
417	246	1
453	249	1
220	254	1
366	254	1
500	257	1
116	259	1
576	270	1
291	271	1
174	277	1
252	282	1
220	282	1
342	283	1
50	283	1
398	284	1
615	290	1
434	295	1
287	295	1
121	306	1
339	312	1
519	312	1
485	318	1
385	319	1
554	319	1
252	325	1
218	326	1
627	329	1
106	331	1
291	334	1
321	342	1
202	362	1
252	366	1
493	368	1
623	368	1
157	370	1
283	372	1
120	375	1
570	376	1
236	387	1
315	392	1
53	392	1
197	396	1
166	403	1
475	405	1
508	414	1
273	414	1
46	414	1
221	421	1
368	422	1
327	424	1
252	438	1
431	438	1
173	439	1
298	459	1
401	461	1
126	464	1
535	464	1
165	476	1
204	484	1
334	488	1
307	492	1
271	498	1
470	508	1
510	519	1
598	523	1
632	531	1
80	532	1
346	539	1
470	543	1
255	544	1
42	545	1
219	545	1
308	545	1
550	561	1
282	569	1
586	570	1
83	570	1
395	570	1
232	570	1
478	40	2
373	42	2
535	43	2
623	44	2
346	50	2
82	48	2
496	49	2
228	52	2
422	53	2
327	55	2
564	58	2
468	64	2
224	69	2
99	71	2
374	69	2
549	70	2
252	75	2
289	75	2
177	81	2
131	82	2
611	82	2
70	82	2
451	83	2
598	85	2
316	85	2
518	86	2
410	92	2
473	96	2
93	96	2
200	104	2
574	102	2
66	106	2
110	108	2
275	107	2
595	109	2
626	108	2
336	110	2
510	110	2
188	114	2
580	115	2
373	117	2
324	118	2
159	123	2
476	124	2
211	127	2
416	131	2
439	132	2
352	134	2
94	133	2
568	133	2
538	134	2
632	140	2
513	139	2
541	142	2
44	148	2
495	150	2
317	152	2
572	152	2
115	154	2
279	153	2
370	153	2
220	155	2
470	155	2
352	161	2
162	170	2
376	170	2
271	172	2
522	174	2
449	176	2
600	179	2
306	180	2
418	181	2
505	189	2
367	188	2
102	191	2
542	196	2
333	204	2
439	203	2
149	205	2
177	206	2
63	207	2
622	207	2
279	209	2
238	208	2
477	209	2
511	212	2
290	214	2
41	216	2
256	217	2
359	221	2
540	221	2
568	219	2
388	223	2
100	225	2
334	233	2
87	232	2
37	234	2
628	237	2
499	238	2
587	240	2
161	241	2
379	244	2
532	248	2
237	250	2
265	248	2
440	250	2
466	255	2
59	257	2
341	258	2
136	259	2
552	264	2
616	263	2
411	262	2
314	265	2
262	269	2
173	270	2
499	275	2
563	276	2
241	280	2
614	284	2
472	283	2
285	285	2
299	285	2
57	287	2
156	286	2
171	288	2
585	289	2
96	290	2
537	291	2
402	293	2
370	294	2
120	297	2
218	297	2
550	298	2
195	302	2
144	304	2
403	305	2
461	306	2
437	307	2
219	310	2
100	317	2
258	317	2
597	321	2
189	321	2
625	328	2
83	330	2
523	330	2
488	335	2
209	334	2
323	337	2
274	337	2
573	342	2
144	341	2
236	342	2
439	344	2
359	347	2
118	349	2
256	349	2
459	350	2
168	351	2
320	357	2
211	360	2
533	360	2
439	365	2
496	365	2
300	368	2
564	373	2
632	375	2
606	375	2
288	378	2
52	378	2
187	379	2
379	379	2
405	381	2
232	384	2
338	386	2
608	389	2
574	391	2
488	397	2
90	396	2
435	402	2
623	402	2
460	406	2
513	408	2
174	408	2
77	411	2
131	413	2
229	413	2
393	411	2
302	414	2
560	416	2
273	420	2
405	421	2
284	427	2
352	426	2
241	430	2
318	434	2
503	435	2
456	438	2
173	441	2
419	441	2
599	441	2
597	446	2
58	446	2
80	447	2
469	448	2
209	449	2
243	450	2
547	454	2
504	459	2
378	462	2
311	466	2
45	464	2
341	468	2
130	472	2
175	473	2
298	478	2
372	479	2
88	480	2
441	484	2
198	484	2
405	493	2
235	494	2
448	493	2
576	493	2
54	495	2
337	498	2
95	498	2
300	502	2
238	504	2
474	502	2
136	504	2
192	506	2
594	506	2
538	507	2
475	513	2
253	518	2
565	520	2
409	522	2
378	525	2
313	527	2
331	530	2
212	530	2
83	530	2
73	533	2
627	540	2
599	539	2
400	542	2
79	542	2
455	544	2
124	543	2
166	544	2
309	544	2
357	547	2
38	557	2
551	559	2
290	558	2
338	558	2
253	560	2
100	560	2
491	558	2
412	562	2
394	563	2
200	565	2
444	566	2
274	566	2
581	568	2
221	570	2
