57.791293	132.426376
20.659411	248.943662
30.902689	375.704225
85.960307	474.295775
179.430218	461.491677
297.227913	406.434059
179.430218	347.535211
161.504481	183.642766
246.011524	160.595391
257.535211	35.115237
395.819462	38.956466
352.285531	138.828425
342.042254	277.112676
421.427657	452.528809
543.066581	533.194622
488.008963	397.471191
581.478873	439.724712
569.955186	314.244558
454.718310	241.261204
518.738796	137.548015
609.647887	115.781050
648.060179	247.663252
701.837388	63.284251
827.317542	118.341869
1006.574904	128.585147
989.929577	219.494238
870.851472	256.626120
797.868118	183.642766
695.435339	401.312420
836.280410	380.825864
918.226633	387.227913
1020.659411	388.508323
1016.818182	508.866837
910.544174	498.623560
795.307298	521.670935
706.959027	539.596671
663.425096	635.627401
788.905250	661.235595
951.517286	645.870679
1010.416133	752.144686
893.898848	749.583867
724.884763	750.864277
584.039693	665.076825
453.437900	601.056338
489.289373	749.583867
654.462228	796.959027
813.233035	812.323944
1007.855314	866.101152
906.702945	876.344430
987.368758	990.300896
913.104994	1046.638924
824.756722	957.010243
718.482714	1072.247119
718.482714	917.317542
612.208707	895.550576
632.695262	987.740077
511.056338	1044.078105
520.019206	917.317542
406.062740	878.905250
354.846351	1015.909091
329.238156	941.645327
293.386684	808.482714
365.089629	762.387964
336.920615	668.918054
347.163892	553.681178
243.450704	574.167734
210.160051	656.113956
83.399488	634.346991
117.970551	786.715749
66.754161	885.307298
176.869398	910.915493
251.133163	1022.311140
132.055058	1015.909091
138.457106	1111.939821
