161.504481	102.976953
128.213828	211.811780
123.092190	316.805378
56.510883	420.518566
133.335467	492.221511
230.646607	542.157490
192.234315	441.005122
239.609475	412.836108
274.180538	274.551857
225.524968	172.119078
349.724712	70.966709
494.411012	91.453265
423.988476	141.389245
495.691421	172.119078
580.198464	127.304738
598.124200	232.298335
511.056338	274.551857
404.782330	233.578745
342.042254	316.805378
443.194622	334.731114
514.897567	403.873239
429.110115	416.677337
371.491677	466.613316
431.670935	540.877081
484.167734	494.782330
618.610755	551.120359
694.154930	512.708067
676.229193	429.481434
644.218950	351.376440
745.371319	338.572343
723.604353	202.848912
746.651729	73.527529
840.121639	102.976953
936.152369	210.531370
865.729834	301.440461
1021.939821	348.815621
900.300896	398.751601
988.649168	437.163892
847.804097	430.761844
975.845070	545.998720
960.480154	625.384123
870.851472	611.299616
749.212548	594.654289
676.229193	654.833547
585.320102	622.823303
480.326504	645.870679
391.978233	662.516005
427.829706	780.313700
549.468630	752.144686
646.779770	731.658131
735.128041	716.293214
899.020487	729.097311
1011.696543	708.610755
964.321383	855.857875
865.729834	809.763124
740.249680	825.128041
662.144686	862.259923
564.833547	918.597951
494.411012	844.334187
397.099872	933.962868
459.839949	1015.909091
697.996159	972.375160
792.746479	927.560819
865.729834	919.878361
879.814341	1078.649168
778.661972	1012.067862
600.685019	1044.078105
385.576184	1115.781050
327.957746	1008.226633
299.788732	927.560819
251.133163	1110.659411
167.906530	1036.395647
74.436620	1045.358515
221.683739	935.243278
80.838668	910.915493
139.737516	877.624840
220.403329	823.847631
286.984635	731.658131
243.450704	647.151088
69.314981	585.691421
137.176697	708.610755
92.362356	804.641485
